file,width,height,class,xmin,ymin,xmax,ymax
63.jpg,1280,720,1,635,273,747,401
64.jpg,1280,720,1,689,132,817,396
65.jpg,1280,720,0,0,0,0,0
66.jpg,1280,720,0,0,0,0,0
67.jpg,1280,720,0,0,0,0,0
68.jpg,1280,720,0,0,0,0,0
69.jpg,1280,720,0,0,0,0,0
70.jpg,1280,720,0,0,0,0,0
71.jpg,1280,720,0,0,0,0,0
72.jpg,1280,720,0,0,0,0,0
73.jpg,1280,720,0,0,0,0,0
74.jpg,1280,720,0,0,0,0,0
75.jpg,1280,720,0,0,0,0,0
76.jpg,1280,720,0,0,0,0,0
77.jpg,1280,720,0,0,0,0,0
78.jpg,1280,720,0,0,0,0,0
79.jpg,1280,720,0,0,0,0,0
80.jpg,1280,720,0,0,0,0,0
81.jpg,1280,720,0,0,0,0,0
82.jpg,1280,720,0,0,0,0,0
83.jpg,1280,720,0,0,0,0,0
84.jpg,1280,720,0,0,0,0,0
85.jpg,1280,720,0,0,0,0,0
86.jpg,1280,720,0,0,0,0,0
87.jpg,1280,720,0,0,0,0,0
88.jpg,1280,720,0,0,0,0,0
89.jpg,1280,720,1,570,262,628,314
90.jpg,1280,720,0,0,0,0,0
91.jpg,1280,720,0,0,0,0,0
92.jpg,1280,720,0,0,0,0,0
93.jpg,1280,720,0,0,0,0,0
94.jpg,1280,720,0,0,0,0,0
95.jpg,1280,720,0,0,0,0,0
96.jpg,1280,720,0,0,0,0,0
97.jpg,1280,720,0,0,0,0,0
98.jpg,1280,720,0,0,0,0,0
99.jpg,1280,720,0,0,0,0,0
100.jpg,1280,720,0,0,0,0,0
101.jpg,1280,720,0,0,0,0,0
102.jpg,1280,720,0,0,0,0,0
103.jpg,1280,720,0,0,0,0,0
104.jpg,1280,720,0,0,0,0,0
105.jpg,1280,720,0,0,0,0,0
106.jpg,1280,720,0,0,0,0,0
107.jpg,1280,720,0,0,0,0,0
108.jpg,1280,720,0,0,0,0,0
109.jpg,1280,720,0,0,0,0,0
110.jpg,1280,720,0,0,0,0,0
111.jpg,1280,720,0,0,0,0,0
112.jpg,1280,720,0,0,0,0,0
113.jpg,1280,720,1,447,150,578,245
114.jpg,1280,720,0,0,0,0,0
115.jpg,1280,720,0,0,0,0,0
116.jpg,1280,720,0,0,0,0,0
117.jpg,1280,720,0,0,0,0,0
118.jpg,1280,720,0,0,0,0,0
119.jpg,1280,720,1,566,325,648,378
120.jpg,1280,720,1,628,333,760,415
121.jpg,1280,720,1,656,360,778,451
122.jpg,1280,720,0,0,0,0,0
123.jpg,1280,720,1,767,139,834,258
124.jpg,1280,720,1,506,115,668,265
125.jpg,1280,720,1,957,164,1087,299
126.jpg,1280,720,1,987,126,1162,304
127.jpg,1280,720,1,837,264,1012,358
128.jpg,1280,720,0,0,0,0,0
129.jpg,1280,720,1,643,242,806,326
130.jpg,1280,720,1,560,231,777,379
131.jpg,1280,720,1,807,103,932,195
132.jpg,1280,720,1,1019,142,1144,282
133.jpg,1280,720,0,0,0,0,0
134.jpg,1280,720,1,722,204,864,367
135.jpg,1280,720,1,845,166,1065,366
136.jpg,1280,720,1,672,265,761,304
137.jpg,1280,720,1,624,285,704,322
138.jpg,1280,720,1,446,331,503,384
139.jpg,1280,720,1,503,300,589,341
140.jpg,1280,720,1,480,280,570,369
141.jpg,1280,720,1,555,261,699,385
142.jpg,1280,720,1,324,125,723,543
143.jpg,1280,720,1,313,111,695,523
144.jpg,1280,720,1,835,450,981,552
145.jpg,1280,720,1,796,451,973,573
146.jpg,1280,720,1,606,360,811,535
147.jpg,1280,720,0,0,0,0,0
148.jpg,1280,720,1,628,156,704,247
149.jpg,1280,720,1,762,207,912,304
150.jpg,1280,720,0,0,0,0,0
151.jpg,1280,720,0,0,0,0,0
152.jpg,1280,720,1,768,342,834,397
153.jpg,1280,720,0,0,0,0,0
154.jpg,1280,720,1,543,132,765,404
155.jpg,1280,720,1,553,170,704,313
156.jpg,1280,720,1,876,198,1116,381
157.jpg,1280,720,1,1157,327,1245,471
158.jpg,1280,720,0,0,0,0,0
159.jpg,1280,720,1,806,108,951,233
160.jpg,1280,720,0,0,0,0,0
161.jpg,1280,720,0,0,0,0,0
162.jpg,1280,720,1,976,374,1182,565
163.jpg,1280,720,1,638,282,916,535
164.jpg,1280,720,1,441,395,669,574
165.jpg,1280,720,1,461,255,667,386
166.jpg,1280,720,0,0,0,0,0
167.jpg,1280,720,1,679,224,880,405
168.jpg,1280,720,1,602,198,845,441
169.jpg,1280,720,1,836,284,977,453
170.jpg,1280,720,1,431,208,756,481
171.jpg,1280,720,0,0,0,0,0
172.jpg,1280,720,1,505,327,643,410
173.jpg,1280,720,0,0,0,0,0
174.jpg,1280,720,0,0,0,0,0
175.jpg,1280,720,0,0,0,0,0
176.jpg,1280,720,1,495,260,619,374
177.jpg,1280,720,1,976,199,1089,364
178.jpg,1280,720,0,0,0,0,0
179.jpg,1280,720,1,451,527,586,615
180.jpg,1280,720,0,0,0,0,0
181.jpg,1280,720,0,0,0,0,0
182.jpg,1280,720,0,0,0,0,0
183.jpg,1280,720,1,309,226,682,557
184.jpg,1280,720,1,253,304,587,615
185.jpg,1280,720,0,0,0,0,0
186.jpg,1280,720,0,0,0,0,0
187.jpg,1280,720,0,0,0,0,0
188.jpg,1280,720,0,0,0,0,0
189.jpg,1280,720,0,0,0,0,0
190.jpg,1280,720,1,680,507,961,655
191.jpg,1280,720,0,0,0,0,0
192.jpg,1280,720,1,737,150,897,344
193.jpg,1280,720,1,233,178,378,335
194.jpg,1280,720,1,227,229,448,338
195.jpg,1280,720,0,0,0,0,0
196.jpg,1280,720,0,0,0,0,0
197.jpg,1280,720,1,225,170,453,310
198.jpg,1280,720,1,709,389,856,571
199.jpg,1280,720,0,0,0,0,0
200.jpg,1280,720,1,761,90,980,308
201.jpg,1280,720,1,733,151,889,467
202.jpg,1280,720,1,197,414,476,584
203.jpg,1280,720,0,0,0,0,0
204.jpg,1280,720,0,0,0,0,0
205.jpg,1280,720,0,0,0,0,0
206.jpg,1280,720,1,685,472,879,638
207.jpg,1280,720,0,0,0,0,0
208.jpg,1280,720,0,0,0,0,0
209.jpg,1280,720,0,0,0,0,0
210.jpg,1280,720,0,0,0,0,0
211.jpg,1280,720,0,0,0,0,0
212.jpg,1280,720,0,0,0,0,0
213.jpg,1280,720,0,0,0,0,0
214.jpg,1280,720,1,647,185,697,248
215.jpg,1280,720,0,0,0,0,0
216.jpg,1280,720,0,0,0,0,0
217.jpg,1280,720,0,0,0,0,0
218.jpg,1280,720,0,0,0,0,0
219.jpg,1280,720,0,0,0,0,0
220.jpg,1280,720,1,655,182,716,225
221.jpg,1280,720,1,431,217,497,269
222.jpg,1280,720,1,365,186,509,336
223.jpg,1280,720,0,0,0,0,0
224.jpg,1280,720,0,0,0,0,0
225.jpg,1280,720,0,0,0,0,0
226.jpg,1280,720,0,0,0,0,0
227.jpg,1280,720,0,0,0,0,0
228.jpg,1280,720,0,0,0,0,0
229.jpg,1280,720,0,0,0,0,0
230.jpg,1280,720,1,232,303,427,450
231.jpg,1280,720,1,236,294,346,360
232.jpg,1280,720,0,0,0,0,0
233.jpg,1280,720,0,0,0,0,0
234.jpg,1280,720,1,258,325,400,386
235.jpg,1280,720,1,378,272,454,352
236.jpg,1280,720,0,0,0,0,0
237.jpg,1280,720,0,0,0,0,0
238.jpg,1280,720,0,0,0,0,0
239.jpg,1280,720,0,0,0,0,0
240.jpg,1280,720,0,0,0,0,0
241.jpg,1280,720,0,0,0,0,0
242.jpg,1280,720,0,0,0,0,0
243.jpg,1280,720,0,0,0,0,0
244.jpg,1280,720,0,0,0,0,0
245.jpg,1280,720,0,0,0,0,0
246.jpg,1280,720,0,0,0,0,0
247.jpg,1280,720,0,0,0,0,0
248.jpg,1280,720,0,0,0,0,0
249.jpg,1280,720,0,0,0,0,0
250.jpg,1280,720,0,0,0,0,0
251.jpg,1280,720,0,0,0,0,0
252.jpg,1280,720,0,0,0,0,0
253.jpg,1280,720,0,0,0,0,0
254.jpg,1280,720,1,208,188,437,491
255.jpg,1280,720,0,0,0,0,0
256.jpg,1280,720,1,601,281,729,553
257.jpg,1280,720,1,630,374,750,636
258.jpg,1280,720,1,714,299,838,636
259.jpg,1280,720,1,676,391,922,618
260.jpg,1280,720,1,677,431,880,628
261.jpg,1280,720,1,515,297,655,354
262.jpg,1280,720,0,0,0,0,0
263.jpg,1280,720,0,0,0,0,0
264.jpg,1280,720,0,0,0,0,0
265.jpg,1280,720,0,0,0,0,0
266.jpg,1280,720,0,0,0,0,0
267.jpg,1280,720,0,0,0,0,0
268.jpg,1280,720,0,0,0,0,0
269.jpg,1280,720,0,0,0,0,0
270.jpg,1280,720,0,0,0,0,0
271.jpg,1280,720,0,0,0,0,0
272.jpg,1280,720,0,0,0,0,0
273.jpg,1280,720,0,0,0,0,0
274.jpg,1280,720,0,0,0,0,0
275.jpg,1280,720,0,0,0,0,0
276.jpg,1280,720,0,0,0,0,0
277.jpg,1280,720,0,0,0,0,0
278.jpg,1280,720,0,0,0,0,0
279.jpg,1280,720,0,0,0,0,0
280.jpg,1280,720,0,0,0,0,0
281.jpg,1280,720,0,0,0,0,0
282.jpg,1280,720,0,0,0,0,0
283.jpg,1280,720,0,0,0,0,0
284.jpg,1280,720,0,0,0,0,0
285.jpg,1280,720,0,0,0,0,0
286.jpg,1280,720,0,0,0,0,0
287.jpg,1280,720,0,0,0,0,0
288.jpg,1280,720,0,0,0,0,0
289.jpg,1280,720,0,0,0,0,0
290.jpg,1280,720,0,0,0,0,0
291.jpg,1280,720,0,0,0,0,0
292.jpg,1280,720,0,0,0,0,0
293.jpg,1280,720,0,0,0,0,0
294.jpg,1280,720,0,0,0,0,0
295.jpg,1280,720,0,0,0,0,0
296.jpg,1280,720,0,0,0,0,0
297.jpg,1280,720,0,0,0,0,0
298.jpg,1280,720,0,0,0,0,0
299.jpg,1280,720,0,0,0,0,0
300.jpg,1280,720,0,0,0,0,0
301.jpg,1280,720,0,0,0,0,0
302.jpg,1280,720,0,0,0,0,0
303.jpg,1280,720,0,0,0,0,0
304.jpg,1280,720,0,0,0,0,0
305.jpg,1280,720,0,0,0,0,0
306.jpg,1280,720,0,0,0,0,0
307.jpg,1280,720,1,804,316,834,356
308.jpg,1280,720,1,806,323,835,356
309.jpg,1280,720,0,0,0,0,0
310.jpg,1280,720,0,0,0,0,0
311.jpg,1280,720,0,0,0,0,0
312.jpg,1280,720,0,0,0,0,0
313.jpg,1280,720,0,0,0,0,0
314.jpg,1280,720,0,0,0,0,0
315.jpg,1280,720,1,489,244,672,438
316.jpg,1280,720,0,0,0,0,0
317.jpg,1280,720,0,0,0,0,0
318.jpg,1280,720,0,0,0,0,0
319.jpg,1280,720,0,0,0,0,0
320.jpg,1280,720,1,276,506,383,564
321.jpg,1280,720,0,0,0,0,0
322.jpg,1280,720,0,0,0,0,0
323.jpg,1280,720,0,0,0,0,0
324.jpg,1280,720,0,0,0,0,0
325.jpg,1280,720,1,193,301,361,470
326.jpg,1280,720,1,234,407,361,528
327.jpg,1280,720,1,240,264,346,361
328.jpg,1280,720,1,348,254,464,320
329.jpg,1280,720,0,0,0,0,0
330.jpg,1280,720,1,361,257,444,380
331.jpg,1280,720,0,0,0,0,0
332.jpg,1280,720,0,0,0,0,0
333.jpg,1280,720,0,0,0,0,0
334.jpg,1280,720,1,491,389,581,509
335.jpg,1280,720,1,730,256,773,388
336.jpg,1280,720,0,0,0,0,0
337.jpg,1280,720,0,0,0,0,0
338.jpg,1280,720,0,0,0,0,0
339.jpg,1280,720,0,0,0,0,0
340.jpg,1280,720,0,0,0,0,0
341.jpg,1280,720,0,0,0,0,0
342.jpg,1280,720,0,0,0,0,0
343.jpg,1280,720,0,0,0,0,0
344.jpg,1280,720,0,0,0,0,0
345.jpg,1280,720,1,5,419,212,614
346.jpg,1280,720,0,0,0,0,0
347.jpg,1280,720,0,0,0,0,0
348.jpg,1280,720,0,0,0,0,0
349.jpg,1280,720,0,0,0,0,0
350.jpg,1280,720,0,0,0,0,0
351.jpg,1280,720,0,0,0,0,0
352.jpg,1280,720,0,0,0,0,0
353.jpg,1280,720,0,0,0,0,0
354.jpg,1280,720,0,0,0,0,0
355.jpg,1280,720,0,0,0,0,0
356.jpg,1280,720,0,0,0,0,0
357.jpg,1280,720,0,0,0,0,0
358.jpg,1280,720,0,0,0,0,0
359.jpg,1280,720,0,0,0,0,0
360.jpg,1280,720,0,0,0,0,0
361.jpg,1280,720,0,0,0,0,0
362.jpg,1280,720,0,0,0,0,0
363.jpg,1280,720,0,0,0,0,0
364.jpg,1280,720,0,0,0,0,0
365.jpg,1280,720,0,0,0,0,0
366.jpg,1280,720,0,0,0,0,0
367.jpg,1280,720,0,0,0,0,0
368.jpg,1280,720,0,0,0,0,0
369.jpg,1280,720,0,0,0,0,0
370.jpg,1280,720,1,825,318,912,431
371.jpg,1280,720,1,861,474,1007,573
372.jpg,1280,720,0,0,0,0,0
373.jpg,1280,720,0,0,0,0,0
374.jpg,1280,720,0,0,0,0,0
375.jpg,1280,720,0,0,0,0,0
376.jpg,1280,720,0,0,0,0,0
377.jpg,1280,720,0,0,0,0,0
378.jpg,1280,720,0,0,0,0,0
379.jpg,1280,720,1,176,126,387,326
380.jpg,1280,720,1,353,249,482,385
381.jpg,1280,720,1,358,276,506,386
382.jpg,1280,720,1,346,258,487,364
383.jpg,1280,720,0,0,0,0,0
384.jpg,1280,720,0,0,0,0,0
385.jpg,1280,720,0,0,0,0,0
386.jpg,1280,720,0,0,0,0,0
387.jpg,1280,720,0,0,0,0,0
388.jpg,1280,720,0,0,0,0,0
389.jpg,1280,720,0,0,0,0,0
390.jpg,1280,720,1,574,252,773,477
391.jpg,1280,720,0,0,0,0,0
392.jpg,1280,720,1,459,256,605,398
393.jpg,1280,720,0,0,0,0,0
394.jpg,1280,720,0,0,0,0,0
395.jpg,1280,720,0,0,0,0,0
396.jpg,1280,720,0,0,0,0,0
397.jpg,1280,720,0,0,0,0,0
398.jpg,1280,720,0,0,0,0,0
399.jpg,1280,720,0,0,0,0,0
400.jpg,1280,720,0,0,0,0,0
401.jpg,1280,720,0,0,0,0,0
402.jpg,1280,720,0,0,0,0,0
403.jpg,1280,720,0,0,0,0,0
404.jpg,1280,720,0,0,0,0,0
405.jpg,1280,720,0,0,0,0,0
406.jpg,1280,720,0,0,0,0,0
407.jpg,1280,720,0,0,0,0,0
