image_name,class_id
408.jpg,1
409.jpg,1
410.jpg,1
411.jpg,1
412.jpg,1
413.jpg,1
414.jpg,1
415.jpg,1
416.jpg,0
417.jpg,0
418.jpg,0
419.jpg,0
420.jpg,0
421.jpg,1
422.jpg,1
423.jpg,1
424.jpg,1
425.jpg,0
426.jpg,1
427.jpg,1
428.jpg,1
429.jpg,1
430.jpg,1
431.jpg,1
432.jpg,1
433.jpg,1
434.jpg,1
435.jpg,1
436.jpg,1
437.jpg,1
438.jpg,1
439.jpg,1
