file,width,height,class,xmin,ymin,xmax,ymax
50.jpg,1920,1080,1,825,183,884,370
51.jpg,1920,1080,1,755,261,907,332
52.jpg,1920,1080,1,827,259,1060,443
53.jpg,1920,1080,1,825,316,1127,536
54.jpg,1920,1080,1,575,370,676,719
55.jpg,1920,1080,1,-8,623,203,831
56.jpg,1920,1080,0,0,0,0,0
57.jpg,1920,1080,0,0,0,0,0
58.jpg,1920,1080,0,0,0,0,0
59.jpg,1920,1080,0,0,0,0,0
60.jpg,1920,1080,0,0,0,0,0
61.jpg,1920,1080,0,0,0,0,0
62.jpg,1920,1080,0,0,0,0,0
63.jpg,1920,1080,0,0,0,0,0
64.jpg,1920,1080,0,0,0,0,0
65.jpg,1920,1080,0,0,0,0,0
66.jpg,1920,1080,0,0,0,0,0
67.jpg,1920,1080,0,0,0,0,0
68.jpg,1920,1080,0,0,0,0,0
69.jpg,1920,1080,0,0,0,0,0
70.jpg,1920,1080,0,0,0,0,0
71.jpg,1920,1080,0,0,0,0,0
72.jpg,1920,1080,0,0,0,0,0
73.jpg,1920,1080,0,0,0,0,0
74.jpg,1920,1080,0,0,0,0,0
75.jpg,1920,1080,0,0,0,0,0
76.jpg,1920,1080,0,0,0,0,0
77.jpg,1920,1080,0,0,0,0,0
78.jpg,1920,1080,0,0,0,0,0
79.jpg,1920,1080,0,0,0,0,0
80.jpg,1920,1080,0,0,0,0,0
81.jpg,1920,1080,0,0,0,0,0
82.jpg,1920,1080,0,0,0,0,0
83.jpg,1920,1080,0,0,0,0,0
84.jpg,1920,1080,0,0,0,0,0
85.jpg,1920,1080,1,545,344,703,467
86.jpg,1920,1080,1,808,541,898,650
87.jpg,1920,1080,1,716,326,828,415
88.jpg,1920,1080,0,0,0,0,0
89.jpg,1920,1080,0,0,0,0,0
90.jpg,1920,1080,0,0,0,0,0
91.jpg,1920,1080,0,0,0,0,0
92.jpg,1920,1080,0,0,0,0,0
93.jpg,1920,1080,0,0,0,0,0
94.jpg,1920,1080,0,0,0,0,0
95.jpg,1920,1080,0,0,0,0,0
96.jpg,1920,1080,0,0,0,0,0
97.jpg,1920,1080,0,0,0,0,0
98.jpg,1920,1080,0,0,0,0,0
99.jpg,1920,1080,0,0,0,0,0
100.jpg,1920,1080,0,0,0,0,0
101.jpg,1920,1080,0,0,0,0,0
102.jpg,1920,1080,0,0,0,0,0
103.jpg,1920,1080,0,0,0,0,0
104.jpg,1920,1080,0,0,0,0,0
105.jpg,1920,1080,0,0,0,0,0
106.jpg,1920,1080,0,0,0,0,0
107.jpg,1920,1080,0,0,0,0,0
108.jpg,1920,1080,0,0,0,0,0
109.jpg,1920,1080,0,0,0,0,0
110.jpg,1920,1080,0,0,0,0,0
111.jpg,1920,1080,0,0,0,0,0
112.jpg,1920,1080,0,0,0,0,0
113.jpg,1920,1080,0,0,0,0,0
114.jpg,1920,1080,0,0,0,0,0
115.jpg,1920,1080,0,0,0,0,0
116.jpg,1920,1080,0,0,0,0,0
117.jpg,1920,1080,0,0,0,0,0
118.jpg,1920,1080,1,647,331,713,420
119.jpg,1920,1080,1,591,349,643,455
120.jpg,1920,1080,1,585,355,619,409
121.jpg,1920,1080,1,687,484,774,639
122.jpg,1920,1080,1,762,627,940,820
123.jpg,1920,1080,1,616,481,669,544
124.jpg,1920,1080,0,0,0,0,0
125.jpg,1920,1080,0,0,0,0,0
126.jpg,1920,1080,0,0,0,0,0
127.jpg,1920,1080,1,983,447,1069,742
128.jpg,1920,1080,1,1030,365,1147,628
129.jpg,1920,1080,1,1011,321,1123,535
130.jpg,1920,1080,1,949,281,1097,500
131.jpg,1920,1080,1,1022,311,1073,495
132.jpg,1920,1080,1,1055,350,1128,546
133.jpg,1920,1080,1,1108,379,1225,632
134.jpg,1920,1080,1,1151,454,1216,702
135.jpg,1920,1080,1,1193,519,1302,833
136.jpg,1920,1080,1,1190,632,1282,833
137.jpg,1920,1080,0,0,0,0,0
138.jpg,1920,1080,0,0,0,0,0
139.jpg,1920,1080,0,0,0,0,0
140.jpg,1920,1080,0,0,0,0,0
141.jpg,1920,1080,0,0,0,0,0
142.jpg,1920,1080,0,0,0,0,0
143.jpg,1920,1080,0,0,0,0,0
144.jpg,1920,1080,0,0,0,0,0
145.jpg,1920,1080,0,0,0,0,0
146.jpg,1920,1080,0,0,0,0,0
147.jpg,1920,1080,0,0,0,0,0
148.jpg,1920,1080,0,0,0,0,0
149.jpg,1920,1080,1,947,674,1069,787
150.jpg,1920,1080,1,942,648,1037,770
151.jpg,1920,1080,1,593,502,761,651
152.jpg,1920,1080,0,0,0,0,0
153.jpg,1920,1080,0,0,0,0,0
154.jpg,1920,1080,0,0,0,0,0
155.jpg,1920,1080,1,947,457,1051,581
156.jpg,1920,1080,1,653,508,767,621
157.jpg,1920,1080,1,516,445,617,530
158.jpg,1920,1080,0,0,0,0,0
159.jpg,1920,1080,0,0,0,0,0
160.jpg,1920,1080,0,0,0,0,0
161.jpg,1920,1080,0,0,0,0,0
162.jpg,1920,1080,0,0,0,0,0
163.jpg,1920,1080,0,0,0,0,0
164.jpg,1920,1080,1,847,402,1024,568
165.jpg,1920,1080,1,818,435,983,548
166.jpg,1920,1080,1,896,392,1111,498
167.jpg,1920,1080,1,303,440,390,574
168.jpg,1920,1080,1,1010,59,1158,300
169.jpg,1920,1080,1,801,83,920,291
170.jpg,1920,1080,1,679,102,784,352
171.jpg,1920,1080,1,651,104,759,405
172.jpg,1920,1080,1,688,79,907,428
173.jpg,1920,1080,1,767,121,1052,481
174.jpg,1920,1080,1,636,98,804,553
175.jpg,1920,1080,1,429,107,806,563
176.jpg,1920,1080,1,581,91,931,598
177.jpg,1920,1080,1,713,116,1162,573
178.jpg,1920,1080,1,607,99,967,604
179.jpg,1920,1080,1,245,77,567,687
180.jpg,1920,1080,1,279,50,466,305
181.jpg,1920,1080,1,535,112,696,532
182.jpg,1920,1080,1,636,172,1041,627
183.jpg,1920,1080,0,0,0,0,0
184.jpg,1920,1080,1,793,205,872,294
185.jpg,1920,1080,1,676,226,868,377
186.jpg,1920,1080,1,751,194,1029,392
187.jpg,1920,1080,1,768,199,1023,379
188.jpg,1920,1080,1,668,254,893,379
189.jpg,1920,1080,1,790,131,981,382
190.jpg,1920,1080,1,831,213,1203,454
191.jpg,1920,1080,1,927,415,1132,673
192.jpg,1920,1080,1,999,348,1523,611
193.jpg,1920,1080,1,1024,462,1403,587
194.jpg,1920,1080,1,937,372,1416,560
195.jpg,1920,1080,1,995,428,1341,516
196.jpg,1920,1080,1,858,361,1241,489
197.jpg,1920,1080,1,930,419,1303,586
198.jpg,1920,1080,1,984,186,1189,712
199.jpg,1920,1080,1,1037,133,1495,713
200.jpg,1920,1080,1,951,646,1528,832
201.jpg,1920,1080,1,1008,618,1322,831
202.jpg,1920,1080,1,794,395,1164,551
203.jpg,1920,1080,1,387,394,817,551
204.jpg,1920,1080,1,955,322,993,367
205.jpg,1920,1080,1,756,371,1174,516
206.jpg,1920,1080,1,584,378,764,668
207.jpg,1920,1080,0,0,0,0,0
208.jpg,1920,1080,0,0,0,0,0
209.jpg,1920,1080,0,0,0,0,0
210.jpg,1920,1080,0,0,0,0,0
211.jpg,1920,1080,0,0,0,0,0
212.jpg,1920,1080,0,0,0,0,0
213.jpg,1920,1080,0,0,0,0,0
214.jpg,1920,1080,0,0,0,0,0
215.jpg,1920,1080,0,0,0,0,0
216.jpg,1920,1080,0,0,0,0,0
217.jpg,1920,1080,0,0,0,0,0
218.jpg,1920,1080,0,0,0,0,0
219.jpg,1920,1080,0,0,0,0,0
220.jpg,1920,1080,0,0,0,0,0
221.jpg,1920,1080,0,0,0,0,0
222.jpg,1920,1080,0,0,0,0,0
223.jpg,1920,1080,0,0,0,0,0
224.jpg,1920,1080,0,0,0,0,0
225.jpg,1920,1080,0,0,0,0,0
226.jpg,1920,1080,0,0,0,0,0
227.jpg,1920,1080,0,0,0,0,0
228.jpg,1920,1080,0,0,0,0,0
229.jpg,1920,1080,0,0,0,0,0
230.jpg,1920,1080,0,0,0,0,0
231.jpg,1920,1080,1,1077,149,1190,345
232.jpg,1920,1080,1,933,430,1033,584
233.jpg,1920,1080,1,1006,496,1248,637
234.jpg,1920,1080,1,676,511,815,703
235.jpg,1920,1080,1,1040,470,1238,632
236.jpg,1920,1080,1,956,419,1189,591
237.jpg,1920,1080,1,627,340,883,557
238.jpg,1920,1080,1,894,386,1048,579
239.jpg,1920,1080,1,1037,337,1250,479
240.jpg,1920,1080,1,826,206,929,400
241.jpg,1920,1080,1,843,234,949,358
242.jpg,1920,1080,1,853,258,1057,405
243.jpg,1920,1080,1,815,307,964,498
244.jpg,1920,1080,1,1176,312,1443,496
245.jpg,1920,1080,0,0,0,0,0
246.jpg,1920,1080,0,0,0,0,0
247.jpg,1920,1080,0,0,0,0,0
248.jpg,1920,1080,0,0,0,0,0
249.jpg,1920,1080,0,0,0,0,0
250.jpg,1920,1080,0,0,0,0,0
251.jpg,1920,1080,0,0,0,0,0
252.jpg,1920,1080,0,0,0,0,0
253.jpg,1920,1080,0,0,0,0,0
254.jpg,1920,1080,0,0,0,0,0
255.jpg,1920,1080,0,0,0,0,0
256.jpg,1920,1080,0,0,0,0,0
257.jpg,1920,1080,0,0,0,0,0
258.jpg,1920,1080,1,752,327,791,433
259.jpg,1920,1080,1,776,339,927,407
260.jpg,1920,1080,1,738,444,931,567
261.jpg,1920,1080,1,542,674,650,833
262.jpg,1920,1080,0,0,0,0,0
263.jpg,1920,1080,0,0,0,0,0
264.jpg,1920,1080,0,0,0,0,0
265.jpg,1920,1080,1,769,302,884,439
266.jpg,1920,1080,1,738,322,1052,412
267.jpg,1920,1080,1,661,413,1014,528
268.jpg,1920,1080,1,425,654,582,833
269.jpg,1920,1080,0,0,0,0,0
270.jpg,1920,1080,0,0,0,0,0
271.jpg,1920,1080,0,0,0,0,0
272.jpg,1920,1080,1,773,331,816,401
273.jpg,1920,1080,1,719,386,779,455
274.jpg,1920,1080,1,785,481,841,619
275.jpg,1920,1080,1,787,656,851,778
276.jpg,1920,1080,0,0,0,0,0
277.jpg,1920,1080,0,0,0,0,0
278.jpg,1920,1080,0,0,0,0,0
279.jpg,1920,1080,0,0,0,0,0
280.jpg,1920,1080,0,0,0,0,0
281.jpg,1920,1080,0,0,0,0,0
282.jpg,1920,1080,0,0,0,0,0
283.jpg,1920,1080,0,0,0,0,0
284.jpg,1920,1080,0,0,0,0,0
285.jpg,1920,1080,0,0,0,0,0
286.jpg,1920,1080,0,0,0,0,0
287.jpg,1920,1080,0,0,0,0,0
288.jpg,1920,1080,0,0,0,0,0
289.jpg,1920,1080,0,0,0,0,0
290.jpg,1920,1080,0,0,0,0,0
291.jpg,1920,1080,0,0,0,0,0
292.jpg,1920,1080,0,0,0,0,0
293.jpg,1920,1080,0,0,0,0,0
294.jpg,1920,1080,0,0,0,0,0
295.jpg,1920,1080,0,0,0,0,0
296.jpg,1920,1080,0,0,0,0,0
297.jpg,1920,1080,0,0,0,0,0
298.jpg,1920,1080,0,0,0,0,0
299.jpg,1920,1080,0,0,0,0,0
300.jpg,1920,1080,0,0,0,0,0
301.jpg,1920,1080,0,0,0,0,0
302.jpg,1920,1080,0,0,0,0,0
303.jpg,1920,1080,0,0,0,0,0
304.jpg,1920,1080,0,0,0,0,0
305.jpg,1920,1080,0,0,0,0,0
306.jpg,1920,1080,0,0,0,0,0
307.jpg,1920,1080,0,0,0,0,0
308.jpg,1920,1080,0,0,0,0,0
309.jpg,1920,1080,0,0,0,0,0
310.jpg,1920,1080,0,0,0,0,0
311.jpg,1920,1080,0,0,0,0,0
312.jpg,1920,1080,0,0,0,0,0
313.jpg,1920,1080,0,0,0,0,0
314.jpg,1920,1080,0,0,0,0,0
315.jpg,1920,1080,0,0,0,0,0
316.jpg,1920,1080,0,0,0,0,0
317.jpg,1920,1080,0,0,0,0,0
318.jpg,1920,1080,0,0,0,0,0
319.jpg,1920,1080,0,0,0,0,0
320.jpg,1920,1080,0,0,0,0,0
321.jpg,1920,1080,0,0,0,0,0
322.jpg,1920,1080,0,0,0,0,0
323.jpg,1920,1080,0,0,0,0,0
324.jpg,1920,1080,0,0,0,0,0
325.jpg,1920,1080,0,0,0,0,0
326.jpg,1920,1080,0,0,0,0,0
327.jpg,1920,1080,0,0,0,0,0
328.jpg,1920,1080,0,0,0,0,0
329.jpg,1920,1080,0,0,0,0,0
330.jpg,1920,1080,0,0,0,0,0
331.jpg,1920,1080,0,0,0,0,0
332.jpg,1920,1080,0,0,0,0,0
333.jpg,1920,1080,0,0,0,0,0
334.jpg,1920,1080,0,0,0,0,0
335.jpg,1920,1080,0,0,0,0,0
336.jpg,1920,1080,0,0,0,0,0
337.jpg,1920,1080,0,0,0,0,0
338.jpg,1920,1080,0,0,0,0,0
339.jpg,1920,1080,0,0,0,0,0
340.jpg,1920,1080,0,0,0,0,0
341.jpg,1920,1080,0,0,0,0,0
342.jpg,1920,1080,0,0,0,0,0
343.jpg,1920,1080,0,0,0,0,0
344.jpg,1920,1080,0,0,0,0,0
345.jpg,1920,1080,0,0,0,0,0
346.jpg,1920,1080,0,0,0,0,0
347.jpg,1920,1080,0,0,0,0,0
348.jpg,1920,1080,0,0,0,0,0
349.jpg,1920,1080,0,0,0,0,0
350.jpg,1920,1080,0,0,0,0,0
351.jpg,1920,1080,0,0,0,0,0
352.jpg,1920,1080,0,0,0,0,0
353.jpg,1920,1080,0,0,0,0,0
354.jpg,1920,1080,0,0,0,0,0
355.jpg,1920,1080,1,704,527,814,781
356.jpg,1920,1080,1,880,427,939,778
357.jpg,1920,1080,1,964,355,1021,650
358.jpg,1920,1080,1,1006,308,1024,448
359.jpg,1920,1080,1,908,293,1081,524
360.jpg,1920,1080,1,1031,301,1098,526
361.jpg,1920,1080,1,1057,318,1110,551
362.jpg,1920,1080,1,969,335,1166,425
363.jpg,1920,1080,1,1005,305,1202,412
364.jpg,1920,1080,1,988,266,1189,345
365.jpg,1920,1080,1,1000,249,1203,336
366.jpg,1920,1080,1,1012,251,1205,327
367.jpg,1920,1080,1,1030,244,1203,326
368.jpg,1920,1080,1,1032,248,1194,345
369.jpg,1920,1080,1,1048,214,1174,333
370.jpg,1920,1080,1,1070,239,1190,321
371.jpg,1920,1080,0,0,0,0,0
372.jpg,1920,1080,1,1119,253,1187,338
373.jpg,1920,1080,0,0,0,0,0
374.jpg,1920,1080,1,1041,236,1174,345
375.jpg,1920,1080,1,1048,247,1188,351
376.jpg,1920,1080,1,1047,268,1190,417
377.jpg,1920,1080,1,1018,292,1167,620
378.jpg,1920,1080,1,992,371,1355,673
379.jpg,1920,1080,1,979,415,1302,798
380.jpg,1920,1080,1,1160,607,1346,833
381.jpg,1920,1080,0,0,0,0,0
382.jpg,1920,1080,0,0,0,0,0
383.jpg,1920,1080,0,0,0,0,0
384.jpg,1920,1080,0,0,0,0,0
385.jpg,1920,1080,0,0,0,0,0
386.jpg,1920,1080,0,0,0,0,0
387.jpg,1920,1080,0,0,0,0,0
388.jpg,1920,1080,0,0,0,0,0
389.jpg,1920,1080,0,0,0,0,0
390.jpg,1920,1080,0,0,0,0,0
391.jpg,1920,1080,0,0,0,0,0
392.jpg,1920,1080,0,0,0,0,0
393.jpg,1920,1080,0,0,0,0,0
394.jpg,1920,1080,0,0,0,0,0
395.jpg,1920,1080,0,0,0,0,0
396.jpg,1920,1080,0,0,0,0,0
397.jpg,1920,1080,0,0,0,0,0
398.jpg,1920,1080,0,0,0,0,0
399.jpg,1920,1080,0,0,0,0,0
400.jpg,1920,1080,0,0,0,0,0
401.jpg,1920,1080,0,0,0,0,0
402.jpg,1920,1080,1,451,304,593,586
403.jpg,1920,1080,1,729,438,1091,624
404.jpg,1920,1080,1,904,570,1086,833
405.jpg,1920,1080,1,501,330,525,641
406.jpg,1920,1080,1,446,319,548,620
407.jpg,1920,1080,1,441,337,543,657
408.jpg,1920,1080,1,464,328,560,618
409.jpg,1920,1080,1,458,357,558,617
410.jpg,1920,1080,1,455,356,555,628
411.jpg,1920,1080,1,551,423,622,625
412.jpg,1920,1080,1,632,552,752,737
413.jpg,1920,1080,1,700,505,796,637
414.jpg,1920,1080,1,671,453,747,608
415.jpg,1920,1080,1,733,229,953,461
416.jpg,1920,1080,0,0,0,0,0
417.jpg,1920,1080,0,0,0,0,0
418.jpg,1920,1080,0,0,0,0,0
419.jpg,1920,1080,0,0,0,0,0
420.jpg,1920,1080,0,0,0,0,0
421.jpg,1920,1080,1,1113,491,1161,583
422.jpg,1920,1080,1,949,437,994,546
423.jpg,1920,1080,1,678,404,740,555
424.jpg,1920,1080,1,813,358,915,477
425.jpg,1920,1080,0,0,0,0,0
426.jpg,1920,1080,1,972,253,1105,353
427.jpg,1920,1080,1,1056,257,1152,361
428.jpg,1920,1080,1,1046,250,1145,345
429.jpg,1920,1080,1,1026,257,1132,346
430.jpg,1920,1080,1,1127,216,1319,304
431.jpg,1920,1080,1,988,268,1099,356
432.jpg,1920,1080,1,1068,243,1234,341
433.jpg,1920,1080,1,1022,272,1143,461
434.jpg,1920,1080,1,1085,426,1289,561
435.jpg,1920,1080,1,1169,516,1512,646
436.jpg,1920,1080,1,1273,539,1408,689
437.jpg,1920,1080,1,1033,445,1254,555
438.jpg,1920,1080,1,904,404,1135,549
439.jpg,1920,1080,1,957,404,1165,505
